parent	child
01011 Peptidoglycan biosynthesis and degradation proteins	K01921
09183 Protein families: signaling and cellular processes	01504 Antimicrobial resistance genes
01504 Antimicrobial resistance genes	K03367
01504 Antimicrobial resistance genes	K14188
01011 Peptidoglycan biosynthesis and degradation proteins	K01776
01011 Peptidoglycan biosynthesis and degradation proteins	K01925
00470 D-Amino acid metabolism	K22210
00470 D-Amino acid metabolism	K25364
00470 D-Amino acid metabolism	K19967
00470 D-Amino acid metabolism	K19746
00470 D-Amino acid metabolism	K19744
00997 Biosynthesis of various other secondary metabolites	K21898
00470 D-Amino acid metabolism	K17898
00470 D-Amino acid metabolism	K17899
00470 D-Amino acid metabolism	K12658
00470 D-Amino acid metabolism	K21060
00470 D-Amino acid metabolism	K22549
00470 D-Amino acid metabolism	K21061
00470 D-Amino acid metabolism	K22550
00470 D-Amino acid metabolism	K21062
00470 D-Amino acid metabolism	K01780
00470 D-Amino acid metabolism	K23120
00470 D-Amino acid metabolism	K23122
00470 D-Amino acid metabolism	K18852
00480 Glutathione metabolism	K00682
00480 Glutathione metabolism	K22596
00480 Glutathione metabolism	K07232
00480 Glutathione metabolism	K01469
00480 Glutathione metabolism	K07160
00480 Glutathione metabolism	K23123
00480 Glutathione metabolism	K23124
00480 Glutathione metabolism	K06048
00480 Glutathione metabolism	K03423
01002 Peptidases and inhibitors	K01255
01002 Peptidases and inhibitors	K07751
04090 CD molecules	K11140
01002 Peptidases and inhibitors	K01256
01002 Peptidases and inhibitors	K01270
01002 Peptidases and inhibitors	K15428
02000 Transporters	K00799
02000 Transporters	K23790
05204 Chemical carcinogenesis - DNA adducts	K13299
00480 Glutathione metabolism	K25210
00480 Glutathione metabolism	K20838
05415 Diabetic cardiomyopathy	K00383
04131 Membrane trafficking	K05360
04216 Ferroptosis	K05361
00940 Phenylpropanoid biosynthesis	K11188
00480 Glutathione metabolism	K24137
00480 Glutathione metabolism	K24136
00480 Glutathione metabolism	K24138
00790 Folate biosynthesis	K00310
00480 Glutathione metabolism	K01917
00480 Glutathione metabolism	K01460
00480 Glutathione metabolism	K01833
00480 Glutathione metabolism	K04283
00480 Glutathione metabolism	K11185
00480 Glutathione metabolism	K11186
00480 Glutathione metabolism	K11207
00510 N-Glycan biosynthesis	K00902
01003 Glycosyltransferases	K01001
01003 Glycosyltransferases	K00729
01003 Glycosyltransferases	K07432
01003 Glycosyltransferases	K07441
01003 Glycosyltransferases	K00721
09107 Glycan biosynthesis and metabolism	00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K09658
00510 N-Glycan biosynthesis	K09659
01003 Glycosyltransferases	K03842
01003 Glycosyltransferases	K03843
01003 Glycosyltransferases	K03844
01003 Glycosyltransferases	K03845
01003 Glycosyltransferases	K03846
01003 Glycosyltransferases	K03847
01003 Glycosyltransferases	K03848
01003 Glycosyltransferases	K03849
01003 Glycosyltransferases	K03850
01003 Glycosyltransferases	K07151
09123 Folding, sorting and degradation	04141 Protein processing in endoplasmic reticulum
04141 Protein processing in endoplasmic reticulum	K12666
04141 Protein processing in endoplasmic reticulum	K12667
04141 Protein processing in endoplasmic reticulum	K12668
02000 Transporters	K12669
04141 Protein processing in endoplasmic reticulum	K12670
04141 Protein processing in endoplasmic reticulum	K00730
04141 Protein processing in endoplasmic reticulum	K12691
00510 N-Glycan biosynthesis	K07252
04147 Exosome	K01228
04141 Protein processing in endoplasmic reticulum	K05546
04131 Membrane trafficking	K23741
04131 Membrane trafficking	K01230
01003 Glycosyltransferases	K00726
09107 Glycan biosynthesis and metabolism	00513 Various types of N-glycan biosynthesis
00513 Various types of N-glycan biosynthesis	K01231
01003 Glycosyltransferases	K00736
01003 Glycosyltransferases	K00717
01003 Glycosyltransferases	K07968
01003 Glycosyltransferases	K00778
01003 Glycosyltransferases	K00779
01003 Glycosyltransferases	K00737
01003 Glycosyltransferases	K00738
01003 Glycosyltransferases	K00744
01003 Glycosyltransferases	K09661
01003 Glycosyltransferases	K13748
01003 Glycosyltransferases	K05528
01003 Glycosyltransferases	K05529
00513 Various types of N-glycan biosynthesis	K05530
00513 Various types of N-glycan biosynthesis	K05531
00513 Various types of N-glycan biosynthesis	K05532
00513 Various types of N-glycan biosynthesis	K05533
00513 Various types of N-glycan biosynthesis	K05534
01003 Glycosyltransferases	K05535
01003 Glycosyltransferases	K05536
01003 Glycosyltransferases	K05537
01003 Glycosyltransferases	K05538
01003 Glycosyltransferases	K03714
01003 Glycosyltransferases	K00753
01003 Glycosyltransferases	K14413
01003 Glycosyltransferases	K14412
00511 Other glycan degradation	K20730
01003 Glycosyltransferases	K14434
00511 Other glycan degradation	K14459
00513 Various types of N-glycan biosynthesis	K14464
01003 Glycosyltransferases	K00781
01003 Glycosyltransferases	K09656
01003 Glycosyltransferases	K09657
01003 Glycosyltransferases	K09672
01003 Glycosyltransferases	K09673
01003 Glycosyltransferases	K00710
01003 Glycosyltransferases	K00731
01003 Glycosyltransferases	K09653
01003 Glycosyltransferases	K00727
01003 Glycosyltransferases	K09662
01003 Glycosyltransferases	K09663
01003 Glycosyltransferases	K00780
01003 Glycosyltransferases	K03368
01003 Glycosyltransferases	K03479
01003 Glycosyltransferases	K06616
01003 Glycosyltransferases	K03373
01003 Glycosyltransferases	K03374
01003 Glycosyltransferases	K07970
01003 Glycosyltransferases	K00739
01003 Glycosyltransferases	K00728
01003 Glycosyltransferases	K09666
01003 Glycosyltransferases	K00735
01003 Glycosyltransferases	K10157
01003 Glycosyltransferases	K09674
01003 Glycosyltransferases	K03663
01003 Glycosyltransferases	K07632
01003 Glycosyltransferases	K18207
01003 Glycosyltransferases	K09654
01001 Protein kinases	K17547
04131 Membrane trafficking	K19872
04131 Membrane trafficking	K19873
01003 Glycosyltransferases	K21052
01003 Glycosyltransferases	K21032
01003 Glycosyltransferases	K09668
03036 Chromosome and associated proteins	K09667
01003 Glycosyltransferases	K18134
01003 Glycosyltransferases	K03691
01003 Glycosyltransferases	K05948
01003 Glycosyltransferases	K13675
01003 Glycosyltransferases	K13667
01003 Glycosyltransferases	K13676
01003 Glycosyltransferases	K23800
01003 Glycosyltransferases	K10967
01003 Glycosyltransferases	K10968
01003 Glycosyltransferases	K10969
01003 Glycosyltransferases	K10970
01003 Glycosyltransferases	K10971
01003 Glycosyltransferases	K20781
01003 Glycosyltransferases	K20782
01003 Glycosyltransferases	K20783
01003 Glycosyltransferases	K20784
01003 Glycosyltransferases	K23840
01003 Glycosyltransferases	K00771
01003 Glycosyltransferases	K00733
01003 Glycosyltransferases	K00734
01003 Glycosyltransferases	K10158
01003 Glycosyltransferases	K00746
01003 Glycosyltransferases	K13499
01003 Glycosyltransferases	K00747
01003 Glycosyltransferases	K03419
01003 Glycosyltransferases	K13500
09107 Glycan biosynthesis and metabolism	00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate
00532 Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate	K01794
01003 Glycosyltransferases	K01017
01003 Glycosyltransferases	K04742
01003 Glycosyltransferases	K07779
01003 Glycosyltransferases	K01020
01003 Glycosyltransferases	K04743
03036 Chromosome and associated proteins	K08106
01003 Glycosyltransferases	K03193
01003 Glycosyltransferases	K08105
01003 Glycosyltransferases	K02369
01003 Glycosyltransferases	K02370
01003 Glycosyltransferases	K02368
01003 Glycosyltransferases	K02366
01003 Glycosyltransferases	K02367
01003 Glycosyltransferases	K02576
01003 Glycosyltransferases	K02577
01003 Glycosyltransferases	K02578
01003 Glycosyltransferases	K02579
09107 Glycan biosynthesis and metabolism	00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin
00534 Glycosaminoglycan biosynthesis - heparan sulfate / heparin	K01793
01003 Glycosyltransferases	K02513
01003 Glycosyltransferases	K02514
01003 Glycosyltransferases	K08102
01003 Glycosyltransferases	K08103
01003 Glycosyltransferases	K01024
01003 Glycosyltransferases	K07808
01003 Glycosyltransferases	K07809
01003 Glycosyltransferases	K08104
01003 Glycosyltransferases	K00741
01003 Glycosyltransferases	K09671
01003 Glycosyltransferases	K07969
01003 Glycosyltransferases	K09664
01003 Glycosyltransferases	K01022
01003 Glycosyltransferases	K04745
01003 Glycosyltransferases	K04746
00537 Glycosylphosphatidylinositol (GPI)-anchored proteins	K01197
04142 Lysosome	K01136
04142 Lysosome	K01217
04142 Lysosome	K01135
09183 Protein families: signaling and cellular processes	00536 Glycosaminoglycan binding proteins
00536 Glycosaminoglycan binding proteins	K07964
00536 Glycosaminoglycan binding proteins	K07965
04142 Lysosome	K01565
04142 Lysosome	K10532
04147 Exosome	K01205
04142 Lysosome	K01132
04142 Lysosome	K01137
01003 Glycosyltransferases	K03857
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03859
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03858
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03861
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03860
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K11001
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K11002
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K03434
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05283
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K01127
01003 Glycosyltransferases	K05284
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K07541
01003 Glycosyltransferases	K07542
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05285
01003 Glycosyltransferases	K05286
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05288
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05287
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05310
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05289
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05290
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05291
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05292
00563 Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	K05293
04131 Membrane trafficking	K05294
04131 Membrane trafficking	K23362
01003 Glycosyltransferases	K08098
01003 Glycosyltransferases	K03766
01003 Glycosyltransferases	K07819
01003 Glycosyltransferases	K07820
01003 Glycosyltransferases	K03877
04131 Membrane trafficking	K00718
01003 Glycosyltransferases	K00716
01003 Glycosyltransferases	K03494
01003 Glycosyltransferases	K00743
01003 Glycosyltransferases	K00709
01003 Glycosyltransferases	K07633
01003 Glycosyltransferases	K07634
01003 Glycosyltransferases	K07635
01003 Glycosyltransferases	K03792
01003 Glycosyltransferases	K03371
01003 Glycosyltransferases	K01988
01003 Glycosyltransferases	K00719
01003 Glycosyltransferases	K07971
01003 Glycosyltransferases	K00742
01003 Glycosyltransferases	K20736
01003 Glycosyltransferases	K00722
04142 Lysosome	K01204
01003 Glycosyltransferases	K00715
01003 Glycosyltransferases	K03369
01003 Glycosyltransferases	K03370
02000 Transporters	K03372
01003 Glycosyltransferases	K03375
01003 Glycosyltransferases	K03376
04131 Membrane trafficking	K01191
04142 Lysosome	K12311
00511 Other glycan degradation	K12312
04142 Lysosome	K01192
00511 Other glycan degradation	K01227
00511 Other glycan degradation	K23989
00511 Other glycan degradation	K13714
04147 Exosome	K01206
00511 Other glycan degradation	K15923
04142 Lysosome	K01444
09181 Protein families: metabolism	01005 Lipopolysaccharide biosynthesis proteins
01005 Lipopolysaccharide biosynthesis proteins	K00677
01005 Lipopolysaccharide biosynthesis proteins	K02535
01005 Lipopolysaccharide biosynthesis proteins	K02536
01005 Lipopolysaccharide biosynthesis proteins	K03269
01005 Lipopolysaccharide biosynthesis proteins	K09949
01005 Lipopolysaccharide biosynthesis proteins	K00748
01005 Lipopolysaccharide biosynthesis proteins	K00912
01005 Lipopolysaccharide biosynthesis proteins	K06041
01005 Lipopolysaccharide biosynthesis proteins	K01627
01005 Lipopolysaccharide biosynthesis proteins	K03270
01005 Lipopolysaccharide biosynthesis proteins	K00979
01005 Lipopolysaccharide biosynthesis proteins	K02527
01005 Lipopolysaccharide biosynthesis proteins	K02517
01005 Lipopolysaccharide biosynthesis proteins	K02560
01005 Lipopolysaccharide biosynthesis proteins	K12979
01005 Lipopolysaccharide biosynthesis proteins	K09953
01005 Lipopolysaccharide biosynthesis proteins	K19803
01005 Lipopolysaccharide biosynthesis proteins	K03760
01005 Lipopolysaccharide biosynthesis proteins	K12975
01005 Lipopolysaccharide biosynthesis proteins	K12973
01005 Lipopolysaccharide biosynthesis proteins	K07264
01005 Lipopolysaccharide biosynthesis proteins	K12976
01005 Lipopolysaccharide biosynthesis proteins	K09778
01005 Lipopolysaccharide biosynthesis proteins	K12977
01005 Lipopolysaccharide biosynthesis proteins	K23082
01005 Lipopolysaccharide biosynthesis proteins	K23083
01005 Lipopolysaccharide biosynthesis proteins	K23159
01005 Lipopolysaccharide biosynthesis proteins	K11211
01005 Lipopolysaccharide biosynthesis proteins	K12974
01005 Lipopolysaccharide biosynthesis proteins	K03271
01005 Lipopolysaccharide biosynthesis proteins	K03272
01005 Lipopolysaccharide biosynthesis proteins	K21344
01005 Lipopolysaccharide biosynthesis proteins	K03273
01005 Lipopolysaccharide biosynthesis proteins	K21345
01005 Lipopolysaccharide biosynthesis proteins	K03274
09107 Glycan biosynthesis and metabolism	00540 Lipopolysaccharide biosynthesis
00540 Lipopolysaccharide biosynthesis	K07031
00540 Lipopolysaccharide biosynthesis	K15669
01005 Lipopolysaccharide biosynthesis proteins	K02841
01005 Lipopolysaccharide biosynthesis proteins	K02843
01005 Lipopolysaccharide biosynthesis proteins	K02848
01005 Lipopolysaccharide biosynthesis proteins	K19353
01005 Lipopolysaccharide biosynthesis proteins	K02849
01005 Lipopolysaccharide biosynthesis proteins	K23160
01005 Lipopolysaccharide biosynthesis proteins	K19354
01005 Lipopolysaccharide biosynthesis proteins	K02850
01005 Lipopolysaccharide biosynthesis proteins	K12981
01005 Lipopolysaccharide biosynthesis proteins	K12986
01005 Lipopolysaccharide biosynthesis proteins	K02844
01005 Lipopolysaccharide biosynthesis proteins	K02840
01005 Lipopolysaccharide biosynthesis proteins	K03275
01005 Lipopolysaccharide biosynthesis proteins	K12983
01005 Lipopolysaccharide biosynthesis proteins	K03276
01005 Lipopolysaccharide biosynthesis proteins	K12985
01005 Lipopolysaccharide biosynthesis proteins	K23067
01005 Lipopolysaccharide biosynthesis proteins	K03277
01005 Lipopolysaccharide biosynthesis proteins	K03280
01005 Lipopolysaccharide biosynthesis proteins	K03278
01005 Lipopolysaccharide biosynthesis proteins	K03279
01005 Lipopolysaccharide biosynthesis proteins	K00713
01005 Lipopolysaccharide biosynthesis proteins	K24623
01005 Lipopolysaccharide biosynthesis proteins	K02847
01005 Lipopolysaccharide biosynthesis proteins	K02851
01005 Lipopolysaccharide biosynthesis proteins	K18788
01005 Lipopolysaccharide biosynthesis proteins	K23199
01005 Lipopolysaccharide biosynthesis proteins	K23197
01005 Lipopolysaccharide biosynthesis proteins	K23198
01005 Lipopolysaccharide biosynthesis proteins	K24658
01005 Lipopolysaccharide biosynthesis proteins	K12993
01005 Lipopolysaccharide biosynthesis proteins	K23073
