parent	child	length
00860 Porphyrin metabolism	K00214	1.0
00860 Porphyrin metabolism	K23825	1.0
00860 Porphyrin metabolism	K08100	1.0
00860 Porphyrin metabolism	K05369	1.0
00860 Porphyrin metabolism	K05370	1.0
00860 Porphyrin metabolism	K08101	1.0
00860 Porphyrin metabolism	K05371	1.0
03200 Viral proteins	K21796	1.0
00860 Porphyrin metabolism	K01764	1.0
04147 Exosome	K13624	1.0
04978 Mineral absorption	K14735	1.0
03029 Mitochondrial biogenesis	K19054	1.0
00860 Porphyrin metabolism	K03594	1.0
00860 Porphyrin metabolism	K22336	1.0
00860 Porphyrin metabolism	K22552	1.0
00199 Cytochrome P450	K00487	1.0
00940 Phenylpropanoid biosynthesis	K01904	1.0
00362 Benzoate degradation	K01075	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K03181	1.0
01006 Prenyltransferases	K03179	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K03182	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K18800	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K00568	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K03185	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K03183	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K03184	1.0
01006 Prenyltransferases	K06125	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K06126	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K00591	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K06127	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K06134	1.0
09109 Metabolism of terpenoids and polyketides	01053 Biosynthesis of siderophore group nonribosomal peptides	1.0
01053 Biosynthesis of siderophore group nonribosomal peptides	K01851	1.0
01053 Biosynthesis of siderophore group nonribosomal peptides	K02552	1.0
01053 Biosynthesis of siderophore group nonribosomal peptides	K02361	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K02551	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K08680	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K02549	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K14759	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K01911	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K14760	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K01661	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K12073	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K19222	1.0
01006 Prenyltransferases	K02548	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K23094	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K17872	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K23095	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K11782	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K18285	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K18286	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K20810	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K11783	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K11784	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K11785	1.0
05418 Fluid shear stress and atherosclerosis	K00355	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K03809	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K19267	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K10106	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K05357	1.0
01006 Prenyltransferases	K12501	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K12502	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K18534	1.0
01006 Prenyltransferases	K09833	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K09834	1.0
00130 Ubiquinone and other terpenoid-quinone biosynthesis	K05928	1.0
01006 Prenyltransferases	K13565	1.0
00199 Cytochrome P450	K24441	1.0
00900 Terpenoid backbone biosynthesis	K00099	1.0
00900 Terpenoid backbone biosynthesis	K00991	1.0
00900 Terpenoid backbone biosynthesis	K12506	1.0
00900 Terpenoid backbone biosynthesis	K00919	1.0
00900 Terpenoid backbone biosynthesis	K01770	1.0
00900 Terpenoid backbone biosynthesis	K03526	1.0
00900 Terpenoid backbone biosynthesis	K03527	1.0
04976 Bile secretion	K00021	1.0
00900 Terpenoid backbone biosynthesis	K00054	1.0
04146 Peroxisome	K00869	1.0
00900 Terpenoid backbone biosynthesis	K00938	1.0
04146 Peroxisome	K13273	1.0
00900 Terpenoid backbone biosynthesis	K01597	1.0
00900 Terpenoid backbone biosynthesis	K17942	1.0
00900 Terpenoid backbone biosynthesis	K06981	1.0
00900 Terpenoid backbone biosynthesis	K25517	1.0
00900 Terpenoid backbone biosynthesis	K09128	1.0
00900 Terpenoid backbone biosynthesis	K25518	1.0
00900 Terpenoid backbone biosynthesis	K18689	1.0
00900 Terpenoid backbone biosynthesis	K18690	1.0
00900 Terpenoid backbone biosynthesis	K22813	1.0
00900 Terpenoid backbone biosynthesis	K01823	1.0
01006 Prenyltransferases	K00787	1.0
01006 Prenyltransferases	K00795	1.0
01006 Prenyltransferases	K14066	1.0
01006 Prenyltransferases	K00804	1.0
01006 Prenyltransferases	K13789	1.0
01006 Prenyltransferases	K13787	1.0
01006 Prenyltransferases	K12503	1.0
00900 Terpenoid backbone biosynthesis	K15887	1.0
00900 Terpenoid backbone biosynthesis	K14215	1.0
00900 Terpenoid backbone biosynthesis	K21273	1.0
01006 Prenyltransferases	K05355	1.0
00900 Terpenoid backbone biosynthesis	K21268	1.0
00900 Terpenoid backbone biosynthesis	K21274	1.0
00900 Terpenoid backbone biosynthesis	K21275	1.0
01006 Prenyltransferases	K00805	1.0
01006 Prenyltransferases	K24873	1.0
01006 Prenyltransferases	K02523	1.0
01006 Prenyltransferases	K05356	1.0
01006 Prenyltransferases	K12504	1.0
01006 Prenyltransferases	K12505	1.0
01006 Prenyltransferases	K11778	1.0
00900 Terpenoid backbone biosynthesis	K19177	1.0
00900 Terpenoid backbone biosynthesis	K15888	1.0
00900 Terpenoid backbone biosynthesis	K12742	1.0
01006 Prenyltransferases	K05955	1.0
01006 Prenyltransferases	K05954	1.0
01002 Peptidases and inhibitors	K08658	1.0
04147 Exosome	K06013	1.0
00900 Terpenoid backbone biosynthesis	K00587	1.0
00900 Terpenoid backbone biosynthesis	K15889	1.0
00900 Terpenoid backbone biosynthesis	K05906	1.0
09109 Metabolism of terpenoids and polyketides	00981 Insect hormone biosynthesis	1.0
00981 Insect hormone biosynthesis	K15890	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15891	1.0
00900 Terpenoid backbone biosynthesis	K15892	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15793	1.0
09109 Metabolism of terpenoids and polyketides	00902 Monoterpenoid biosynthesis	1.0
00902 Monoterpenoid biosynthesis	K12467	1.0
00902 Monoterpenoid biosynthesis	K21925	1.0
00199 Cytochrome P450	K21069	1.0
00902 Monoterpenoid biosynthesis	K20142	1.0
00902 Monoterpenoid biosynthesis	K15086	1.0
00902 Monoterpenoid biosynthesis	K22049	1.0
00902 Monoterpenoid biosynthesis	K15087	1.0
00199 Cytochrome P450	K05525	1.0
00199 Cytochrome P450	K23810	1.0
00902 Monoterpenoid biosynthesis	K15088	1.0
00902 Monoterpenoid biosynthesis	K21926	1.0
00199 Cytochrome P450	K15089	1.0
00902 Monoterpenoid biosynthesis	K15090	1.0
00902 Monoterpenoid biosynthesis	K15091	1.0
00902 Monoterpenoid biosynthesis	K15092	1.0
00902 Monoterpenoid biosynthesis	K15093	1.0
00902 Monoterpenoid biosynthesis	K15094	1.0
00902 Monoterpenoid biosynthesis	K15095	1.0
00199 Cytochrome P450	K07381	1.0
09109 Metabolism of terpenoids and polyketides	00903 Limonene and pinene degradation	1.0
00903 Limonene and pinene degradation	K07382	1.0
00902 Monoterpenoid biosynthesis	K15096	1.0
00902 Monoterpenoid biosynthesis	K07384	1.0
00902 Monoterpenoid biosynthesis	K22050	1.0
00902 Monoterpenoid biosynthesis	K15097	1.0
00902 Monoterpenoid biosynthesis	K07385	1.0
00902 Monoterpenoid biosynthesis	K18108	1.0
00199 Cytochrome P450	K21120	1.0
00902 Monoterpenoid biosynthesis	K22208	1.0
00902 Monoterpenoid biosynthesis	K21938	1.0
00902 Monoterpenoid biosynthesis	K15098	1.0
00902 Monoterpenoid biosynthesis	K20979	1.0
00902 Monoterpenoid biosynthesis	K20986	1.0
00199 Cytochrome P450	K15099	1.0
00902 Monoterpenoid biosynthesis	K23232	1.0
00902 Monoterpenoid biosynthesis	K20144	1.0
00902 Monoterpenoid biosynthesis	K23990	1.0
00902 Monoterpenoid biosynthesis	K23862	1.0
00199 Cytochrome P450	K20618	1.0
01003 Glycosyltransferases	K21373	1.0
01003 Glycosyltransferases	K21374	1.0
00199 Cytochrome P450	K23276	1.0
00199 Cytochrome P450	K13400	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14173	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14174	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K22064	1.0
00199 Cytochrome P450	K12645	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14175	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K10156	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14176	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K21984	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14177	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15794	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15795	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15796	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15797	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K12249	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14178	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15798	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15799	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14179	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K21927	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15800	1.0
00199 Cytochrome P450	K20561	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15801	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15802	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15803	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K10187	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14180	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15804	1.0
00199 Cytochrome P450	K15805	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14181	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14182	1.0
00199 Cytochrome P450	K15472	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15806	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K18109	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15807	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K18110	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15808	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14184	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K18111	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K18112	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14185	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14186	1.0
00998 Biosynthesis of various antibiotics	K12250	1.0
00199 Cytochrome P450	K15907	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K14183	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K22065	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15809	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K06045	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15810	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15811	1.0
09110 Biosynthesis of other secondary metabolites	00996 Biosynthesis of various alkaloids	1.0
00996 Biosynthesis of various alkaloids	K15812	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K19010	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15815	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15813	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K20658	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K21928	1.0
00199 Cytochrome P450	K15814	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15816	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K20659	1.0
00999 Biosynthesis of various plant secondary metabolites	K15817	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15818	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15819	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15820	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K16204	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K16205	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K16206	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15821	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15822	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K15823	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K19011	1.0
00909 Sesquiterpenoid and triterpenoid biosynthesis	K16207	1.0
09109 Metabolism of terpenoids and polyketides	00904 Diterpenoid biosynthesis	1.0
00904 Diterpenoid biosynthesis	K04120	1.0
00904 Diterpenoid biosynthesis	K04121	1.0
00904 Diterpenoid biosynthesis	K20657	1.0
00199 Cytochrome P450	K04122	1.0
00199 Cytochrome P450	K21292	1.0
00199 Cytochrome P450	K04123	1.0
00904 Diterpenoid biosynthesis	K05282	1.0
00904 Diterpenoid biosynthesis	K04124	1.0
00904 Diterpenoid biosynthesis	K04125	1.0
00199 Cytochrome P450	K20666	1.0
00904 Diterpenoid biosynthesis	K24460	1.0
00199 Cytochrome P450	K12917	1.0
00199 Cytochrome P450	K12918	1.0
00199 Cytochrome P450	K12919	1.0
00904 Diterpenoid biosynthesis	K12920	1.0
00904 Diterpenoid biosynthesis	K16082	1.0
00199 Cytochrome P450	K16083	1.0
00904 Diterpenoid biosynthesis	K14036	1.0
00199 Cytochrome P450	K16084	1.0
00199 Cytochrome P450	K21291	1.0
00904 Diterpenoid biosynthesis	K14037	1.0
00199 Cytochrome P450	K21719	1.0
00199 Cytochrome P450	K21718	1.0
00904 Diterpenoid biosynthesis	K14038	1.0
00904 Diterpenoid biosynthesis	K12921	1.0
00904 Diterpenoid biosynthesis	K14039	1.0
00199 Cytochrome P450	K12922	1.0
00904 Diterpenoid biosynthesis	K12923	1.0
00199 Cytochrome P450	K12924	1.0
00199 Cytochrome P450	K20512	1.0
00904 Diterpenoid biosynthesis	K12925	1.0
00904 Diterpenoid biosynthesis	K12926	1.0
00904 Diterpenoid biosynthesis	K22945	1.0
00904 Diterpenoid biosynthesis	K12927	1.0
00199 Cytochrome P450	K14040	1.0
00904 Diterpenoid biosynthesis	K14041	1.0
00904 Diterpenoid biosynthesis	K19571	1.0
00904 Diterpenoid biosynthesis	K14042	1.0
00904 Diterpenoid biosynthesis	K18113	1.0
00199 Cytochrome P450	K20513	1.0
00199 Cytochrome P450	K22636	1.0
00199 Cytochrome P450	K22635	1.0
00199 Cytochrome P450	K22637	1.0
00199 Cytochrome P450	K22638	1.0
00199 Cytochrome P450	K22634	1.0
00904 Diterpenoid biosynthesis	K20514	1.0
00904 Diterpenoid biosynthesis	K20515	1.0
00904 Diterpenoid biosynthesis	K14043	1.0
00904 Diterpenoid biosynthesis	K12928	1.0
00904 Diterpenoid biosynthesis	K14044	1.0
00904 Diterpenoid biosynthesis	K14045	1.0
00904 Diterpenoid biosynthesis	K14046	1.0
00199 Cytochrome P450	K16085	1.0
00904 Diterpenoid biosynthesis	K13070	1.0
00904 Diterpenoid biosynthesis	K12929	1.0
00904 Diterpenoid biosynthesis	K16086	1.0
00904 Diterpenoid biosynthesis	K20516	1.0
00904 Diterpenoid biosynthesis	K20517	1.0
00904 Diterpenoid biosynthesis	K20518	1.0
00904 Diterpenoid biosynthesis	K20519	1.0
00904 Diterpenoid biosynthesis	K14047	1.0
00904 Diterpenoid biosynthesis	K17982	1.0
00199 Cytochrome P450	K17961	1.0
00199 Cytochrome P450	K22639	1.0
00199 Cytochrome P450	K22640	1.0
00904 Diterpenoid biosynthesis	K22946	1.0
00904 Diterpenoid biosynthesis	K22947	1.0
00904 Diterpenoid biosynthesis	K22948	1.0
01006 Prenyltransferases	K02291	1.0
09109 Metabolism of terpenoids and polyketides	00906 Carotenoid biosynthesis	1.0
00906 Carotenoid biosynthesis	K17841	1.0
00906 Carotenoid biosynthesis	K02293	1.0
00906 Carotenoid biosynthesis	K15744	1.0
00906 Carotenoid biosynthesis	K00514	1.0
00906 Carotenoid biosynthesis	K09835	1.0
00906 Carotenoid biosynthesis	K10027	1.0
00906 Carotenoid biosynthesis	K15745	1.0
00906 Carotenoid biosynthesis	K06444	1.0
00906 Carotenoid biosynthesis	K06443	1.0
00906 Carotenoid biosynthesis	K20616	1.0
00906 Carotenoid biosynthesis	K20611	1.0
00906 Carotenoid biosynthesis	K08977	1.0
00906 Carotenoid biosynthesis	K22502	1.0
00906 Carotenoid biosynthesis	K14605	1.0
00906 Carotenoid biosynthesis	K14606	1.0
00906 Carotenoid biosynthesis	K02292	1.0
00906 Carotenoid biosynthesis	K09836	1.0
00906 Carotenoid biosynthesis	K23037	1.0
00906 Carotenoid biosynthesis	K15746	1.0
00199 Cytochrome P450	K22492	1.0
00906 Carotenoid biosynthesis	K02294	1.0
00199 Cytochrome P450	K15747	1.0
00199 Cytochrome P450	K09837	1.0
00906 Carotenoid biosynthesis	K09838	1.0
00906 Carotenoid biosynthesis	K09839	1.0
00906 Carotenoid biosynthesis	K14593	1.0
00906 Carotenoid biosynthesis	K14594	1.0
00906 Carotenoid biosynthesis	K09840	1.0
00906 Carotenoid biosynthesis	K09841	1.0
00906 Carotenoid biosynthesis	K09842	1.0
00199 Cytochrome P450	K09843	1.0
01003 Glycosyltransferases	K14595	1.0
00906 Carotenoid biosynthesis	K15748	1.0
00906 Carotenoid biosynthesis	K17911	1.0
00906 Carotenoid biosynthesis	K17912	1.0
00906 Carotenoid biosynthesis	K17913	1.0
00906 Carotenoid biosynthesis	K09879	1.0
01003 Glycosyltransferases	K14596	1.0
00906 Carotenoid biosynthesis	K09844	1.0
00906 Carotenoid biosynthesis	K09845	1.0
00906 Carotenoid biosynthesis	K09846	1.0
00906 Carotenoid biosynthesis	K09847	1.0
00906 Carotenoid biosynthesis	K14597	1.0
00906 Carotenoid biosynthesis	K14598	1.0
00906 Carotenoid biosynthesis	K25073	1.0
00906 Carotenoid biosynthesis	K25074	1.0
01006 Prenyltransferases	K10208	1.0
00906 Carotenoid biosynthesis	K10209	1.0
00906 Carotenoid biosynthesis	K10210	1.0
00906 Carotenoid biosynthesis	K22445	1.0
00906 Carotenoid biosynthesis	K25072	1.0
00906 Carotenoid biosynthesis	K10211	1.0
00906 Carotenoid biosynthesis	K10212	1.0
00906 Carotenoid biosynthesis	K17842	1.0
00906 Carotenoid biosynthesis	K17819	1.0
00199 Cytochrome P450	K09587	1.0
00199 Cytochrome P450	K12639	1.0
00199 Cytochrome P450	K09588	1.0
09109 Metabolism of terpenoids and polyketides	00905 Brassinosteroid biosynthesis	1.0
00905 Brassinosteroid biosynthesis	K09591	1.0
00199 Cytochrome P450	K12637	1.0
00199 Cytochrome P450	K12638	1.0
00199 Cytochrome P450	K09590	1.0
00199 Cytochrome P450	K12640	1.0
00199 Cytochrome P450	K25959	1.0
00199 Cytochrome P450	K09589	1.0
00199 Cytochrome P450	K20623	1.0
00199 Cytochrome P450	K15639	1.0
00981 Insect hormone biosynthesis	K21013	1.0
00981 Insect hormone biosynthesis	K10718	1.0
00981 Insect hormone biosynthesis	K15824	1.0
00199 Cytochrome P450	K14937	1.0
00981 Insect hormone biosynthesis	K10719	1.0
00981 Insect hormone biosynthesis	K15825	1.0
00981 Insect hormone biosynthesis	K01063	1.0
00981 Insect hormone biosynthesis	K15826	1.0
04212 Longevity regulating pathway - worm	K14938	1.0
00199 Cytochrome P450	K14939	1.0
00199 Cytochrome P450	K10720	1.0
00199 Cytochrome P450	K10721	1.0
00199 Cytochrome P450	K10722	1.0
00199 Cytochrome P450	K10723	1.0
00199 Cytochrome P450	K14985	1.0
00981 Insect hormone biosynthesis	K10724	1.0
01006 Prenyltransferases	K10760	1.0
00199 Cytochrome P450	K10717	1.0
09109 Metabolism of terpenoids and polyketides	00908 Zeatin biosynthesis	1.0
00908 Zeatin biosynthesis	K00279	1.0
00908 Zeatin biosynthesis	K13492	1.0
01003 Glycosyltransferases	K13493	1.0
00908 Zeatin biosynthesis	K13494	1.0
01003 Glycosyltransferases	K13496	1.0
01003 Glycosyltransferases	K23452	1.0
03016 Transfer RNA biogenesis	K00791	1.0
00908 Zeatin biosynthesis	K13495	1.0
00903 Limonene and pinene degradation	K14730	1.0
00930 Caprolactam degradation	K14731	1.0
00903 Limonene and pinene degradation	K14732	1.0
00903 Limonene and pinene degradation	K14733	1.0
00903 Limonene and pinene degradation	K10533	1.0
